Trigger Data Ora RH_Raw T_Raw RH T
     840 2024-11-16 16:49:76.511 43690 43690 -139.504 397.200
     841 2024-11-16 16:49:76.514 43690 43690 -139.504 397.200
     842 2024-11-16 16:49:76.517 43690 43690 -139.504 397.200
     843 2024-11-16 16:49:76.520 43690 43690 -139.504 397.200
     844 2024-11-16 16:49:76.523 43690 43690 -139.504 397.200
     845 2024-11-16 16:49:76.526 43690 43690 -139.504 397.200
     846 2024-11-16 16:49:76.528 43690 43690 -139.504 397.200
     847 2024-11-16 16:49:76.531 43690 43690 -139.504 397.200
     848 2024-11-16 16:49:76.534 43690 43690 -139.504 397.200
     849 2024-11-16 16:49:76.537 43690 43690 -139.504 397.200
     850 2024-11-16 16:49:76.540 43690 43690 -139.504 397.200
     851 2024-11-16 16:49:76.543 43690 43690 -139.504 397.200
     852 2024-11-16 16:49:76.546 43690 43690 -139.504 397.200
     853 2024-11-16 16:49:76.549 43690 43690 -139.504 397.200
     854 2024-11-16 16:49:76.553 43690 43690 -139.504 397.200
     855 2024-11-16 16:49:76.556 43690 43690 -139.504 397.200
     856 2024-11-16 16:49:76.559 43690 43690 -139.504 397.200
     857 2024-11-16 16:49:76.562 43690 43690 -139.504 397.200
     858 2024-11-16 16:49:76.565 43690 43690 -139.504 397.200
     859 2024-11-16 16:49:76.568 43690 43690 -139.504 397.200
     860 2024-11-16 16:49:76.571 43690 43690 -139.504 397.200
     861 2024-11-16 16:49:76.574 43690 43690 -139.504 397.200
     862 2024-11-16 16:49:76.577 43690 43690 -139.504 397.200
     863 2024-11-16 16:49:76.580 43690 43690 -139.504 397.200
     864 2024-11-16 16:49:76.584 43690 43690 -139.504 397.200
     865 2024-11-16 16:49:76.587 43690 43690 -139.504 397.200
     866 2024-11-16 16:49:76.590 43690 43690 -139.504 397.200
     867 2024-11-16 16:49:76.593 43690 43690 -139.504 397.200
     868 2024-11-16 16:49:76.596 43690 43690 -139.504 397.200
     869 2024-11-16 16:49:76.600 43690 43690 -139.504 397.200
     870 2024-11-16 16:49:76.603 43690 43690 -139.504 397.200
     871 2024-11-16 16:49:76.606 43690 43690 -139.504 397.200
     872 2024-11-16 16:49:76.609 43690 43690 -139.504 397.200
     873 2024-11-16 16:49:76.613 43690 43690 -139.504 397.200
     874 2024-11-16 16:49:76.616 43690 43690 -139.504 397.200
     875 2024-11-16 16:49:76.619 43690 43690 -139.504 397.200
     876 2024-11-16 16:49:76.623 43690 43690 -139.504 397.200
     877 2024-11-16 16:49:76.626 43690 43690 -139.504 397.200
     878 2024-11-16 16:49:76.629 43690 43690 -139.504 397.200
     879 2024-11-16 16:49:76.633 43690 43690 -139.504 397.200
     880 2024-11-16 16:49:76.636 43690 43690 -139.504 397.200
     881 2024-11-16 16:49:76.639 43690 43690 -139.504 397.200
     882 2024-11-16 16:49:76.643 43690 43690 -139.504 397.200
     883 2024-11-16 16:49:76.646 43690 43690 -139.504 397.200
     884 2024-11-16 16:49:76.650 43690 43690 -139.504 397.200
     885 2024-11-16 16:49:76.653 43690 43690 -139.504 397.200
     886 2024-11-16 16:49:76.657 43690 43690 -139.504 397.200
     887 2024-11-16 16:49:76.660 43690 43690 -139.504 397.200
     888 2024-11-16 16:49:76.664 43690 43690 -139.504 397.200
     889 2024-11-16 16:49:76.667 43690 43690 -139.504 397.200
     890 2024-11-16 16:49:76.671 43690 43690 -139.504 397.200
     891 2024-11-16 16:49:76.674 43690 43690 -139.504 397.200
     892 2024-11-16 16:49:76.678 43690 43690 -139.504 397.200
     893 2024-11-16 16:49:76.681 43690 43690 -139.504 397.200
     894 2024-11-16 16:49:76.685 43690 43690 -139.504 397.200
     895 2024-11-16 16:49:76.689 43690 43690 -139.504 397.200
     896 2024-11-16 16:49:76.692 43690 43690 -139.504 397.200
     897 2024-11-16 16:49:76.696 43690 43690 -139.504 397.200
     898 2024-11-16 16:49:76.699 43690 43690 -139.504 397.200
     899 2024-11-16 16:49:76.703 43690 43690 -139.504 397.200
     900 2024-11-16 16:49:76.707 43690 43690 -139.504 397.200
     901 2024-11-16 16:49:76.710 43690 43690 -139.504 397.200
     902 2024-11-16 16:49:76.714 43690 43690 -139.504 397.200
     903 2024-11-16 16:49:76.718 43690 43690 -139.504 397.200
     904 2024-11-16 16:49:76.722 43690 43690 -139.504 397.200
     905 2024-11-16 16:49:76.725 43690 43690 -139.504 397.200
     906 2024-11-16 16:49:76.729 43690 43690 -139.504 397.200
     907 2024-11-16 16:49:76.733 43690 43690 -139.504 397.200
     908 2024-11-16 16:49:76.737 43690 43690 -139.504 397.200
     909 2024-11-16 16:49:76.741 43690 43690 -139.504 397.200
     910 2024-11-16 16:49:76.744 43690 43690 -139.504 397.200
     911 2024-11-16 16:49:76.748 43690 43690 -139.504 397.200
     912 2024-11-16 16:49:76.752 43690 43690 -139.504 397.200
     913 2024-11-16 16:49:76.756 43690 43690 -139.504 397.200
     914 2024-11-16 16:49:76.760 43690 43690 -139.504 397.200
     915 2024-11-16 16:49:76.764 43690 43690 -139.504 397.200
     916 2024-11-16 16:49:76.768 43690 43690 -139.504 397.200
     917 2024-11-16 16:49:76.772 43690 43690 -139.504 397.200
     918 2024-11-16 16:49:76.776 43690 43690 -139.504 397.200
     919 2024-11-16 16:49:76.780 43690 43690 -139.504 397.200
     920 2024-11-16 16:49:76.784 43690 43690 -139.504 397.200
     921 2024-11-16 16:49:76.788 43690 43690 -139.504 397.200
     922 2024-11-16 16:49:76.792 43690 43690 -139.504 397.200
     923 2024-11-16 16:49:76.796 43690 43690 -139.504 397.200
     924 2024-11-16 16:49:76.800 43690 43690 -139.504 397.200
     925 2024-11-16 16:49:76.804 43690 43690 -139.504 397.200
     926 2024-11-16 16:49:76.808 43690 43690 -139.504 397.200
     927 2024-11-16 16:49:76.812 43690 43690 -139.504 397.200
     928 2024-11-16 16:49:76.816 43690 43690 -139.504 397.200
     929 2024-11-16 16:49:76.821 43690 43690 -139.504 397.200
     930 2024-11-16 16:49:76.825 43690 43690 -139.504 397.200
     931 2024-11-16 16:49:76.829 43690 43690 -139.504 397.200
     932 2024-11-16 16:49:76.833 43690 43690 -139.504 397.200
     933 2024-11-16 16:49:76.838 43690 43690 -139.504 397.200
     934 2024-11-16 16:49:76.842 43690 43690 -139.504 397.200
     935 2024-11-16 16:49:76.846 43690 43690 -139.504 397.200
     936 2024-11-16 16:49:76.850 43690 43690 -139.504 397.200
     937 2024-11-16 16:49:76.855 43690 43690 -139.504 397.200
     938 2024-11-16 16:49:76.859 43690 43690 -139.504 397.200
     939 2024-11-16 16:49:76.864 43690 43690 -139.504 397.200
     940 2024-11-16 16:49:76.868 43690 43690 -139.504 397.200
     941 2024-11-16 16:49:76.872 43690 43690 -139.504 397.200
     942 2024-11-16 16:49:76.877 43690 43690 -139.504 397.200
     943 2024-11-16 16:49:76.881 43690 43690 -139.504 397.200
     944 2024-11-16 16:49:76.886 43690 43690 -139.504 397.200
     945 2024-11-16 16:49:76.890 43690 43690 -139.504 397.200
     946 2024-11-16 16:49:76.895 43690 43690 -139.504 397.200
     947 2024-11-16 16:49:76.899 43690 43690 -139.504 397.200
     948 2024-11-16 16:49:76.904 43690 43690 -139.504 397.200
     949 2024-11-16 16:49:76.908 43690 43690 -139.504 397.200
     950 2024-11-16 16:49:76.913 43690 43690 -139.504 397.200
     951 2024-11-16 16:49:76.918 43690 43690 -139.504 397.200
     952 2024-11-16 16:49:76.922 43690 43690 -139.504 397.200
     953 2024-11-16 16:49:76.927 43690 43690 -139.504 397.200
     954 2024-11-16 16:49:76.932 43690 43690 -139.504 397.200
     955 2024-11-16 16:49:76.936 43690 43690 -139.504 397.200
     956 2024-11-16 16:49:76.941 43690 43690 -139.504 397.200
     957 2024-11-16 16:49:76.946 43690 43690 -139.504 397.200
     958 2024-11-16 16:49:76.951 43690 43690 -139.504 397.200
     959 2024-11-16 16:49:76.956 43690 43690 -139.504 397.200
     960 2024-11-16 16:49:76.960 43690 43690 -139.504 397.200
     961 2024-11-16 16:49:76.965 43690 43690 -139.504 397.200
     962 2024-11-16 16:49:76.970 43690 43690 -139.504 397.200
     963 2024-11-16 16:49:76.975 43690 43690 -139.504 397.200
     964 2024-11-16 16:49:76.980 43690 43690 -139.504 397.200
     965 2024-11-16 16:49:76.985 43690 43690 -139.504 397.200
     966 2024-11-16 16:49:76.990 43690 43690 -139.504 397.200
     967 2024-11-16 16:49:76.995 43690 43690 -139.504 397.200
     968 2024-11-16 16:49:77.000 43690 43690 -139.504 397.200
     969 2024-11-16 16:49:77.005 43690 43690 -139.504 397.200
     970 2024-11-16 16:49:77.010 43690 43690 -139.504 397.200
     971 2024-11-16 16:49:77.015 43690 43690 -139.504 397.200
     972 2024-11-16 16:49:77.020 43690 43690 -139.504 397.200
     973 2024-11-16 16:49:77.026 43690 43690 -139.504 397.200
     974 2024-11-16 16:49:77.031 43690 43690 -139.504 397.200
     975 2024-11-16 16:49:77.036 43690 43690 -139.504 397.200
     976 2024-11-16 16:49:77.041 43690 43690 -139.504 397.200
     977 2024-11-16 16:49:77.047 43690 43690 -139.504 397.200
     978 2024-11-16 16:49:77.052 43690 43690 -139.504 397.200
     979 2024-11-16 16:49:77.057 43690 43690 -139.504 397.200
     980 2024-11-16 16:49:77.063 43690 43690 -139.504 397.200
     981 2024-11-16 16:49:77.068 43690 43690 -139.504 397.200
     982 2024-11-16 16:49:77.073 43690 43690 -139.504 397.200
     983 2024-11-16 16:49:77.079 43690 43690 -139.504 397.200
     984 2024-11-16 16:49:77.084 43690 43690 -139.504 397.200
     985 2024-11-16 16:49:77.090 43690 43690 -139.504 397.200
     986 2024-11-16 16:49:77.095 43690 43690 -139.504 397.200
     987 2024-11-16 16:49:77.101 43690 43690 -139.504 397.200
     988 2024-11-16 16:49:77.106 43690 43690 -139.504 397.200
     989 2024-11-16 16:49:77.112 43690 43690 -139.504 397.200
     990 2024-11-16 16:49:77.118 43690 43690 -139.504 397.200
     991 2024-11-16 16:49:77.123 43690 43690 -139.504 397.200
     992 2024-11-16 16:49:77.129 43690 43690 -139.504 397.200
     993 2024-11-16 16:49:77.135 43690 43690 -139.504 397.200
     994 2024-11-16 16:49:77.141 43690 43690 -139.504 397.200
     995 2024-11-16 16:49:77.146 43690 43690 -139.504 397.200
     996 2024-11-16 16:49:77.152 43690 43690 -139.504 397.200
     997 2024-11-16 16:49:77.158 43690 43690 -139.504 397.200
     998 2024-11-16 16:49:77.164 43690 43690 -139.504 397.200
     999 2024-11-16 16:49:77.170 43690 43690 -139.504 397.200
    1000 2024-11-16 16:49:77.176 43690 43690 -139.504 397.200
    1001 2024-11-16 16:49:77.182 43690 43690 -139.504 397.200
    1002 2024-11-16 16:49:77.188 43690 43690 -139.504 397.200
    1003 2024-11-16 16:49:77.194 43690 43690 -139.504 397.200
    1004 2024-11-16 16:49:77.200 43690 43690 -139.504 397.200
    1005 2024-11-16 16:49:77.206 43690 43690 -139.504 397.200
    1006 2024-11-16 16:49:77.212 43690 43690 -139.504 397.200
    1007 2024-11-16 16:49:77.218 43690 43690 -139.504 397.200
    1008 2024-11-16 16:49:77.225 43690 43690 -139.504 397.200
    1009 2024-11-16 16:49:77.231 43690 43690 -139.504 397.200
    1010 2024-11-16 16:49:77.237 43690 43690 -139.504 397.200
    1011 2024-11-16 16:49:77.244 43690 43690 -139.504 397.200
    1012 2024-11-16 16:49:77.250 43690 43690 -139.504 397.200
    1013 2024-11-16 16:49:77.256 43690 43690 -139.504 397.200
    1014 2024-11-16 16:49:77.263 43690 43690 -139.504 397.200
    1015 2024-11-16 16:49:77.269 43690 43690 -139.504 397.200
    1016 2024-11-16 16:49:77.276 43690 43690 -139.504 397.200
    1017 2024-11-16 16:49:77.282 43690 43690 -139.504 397.200
    1018 2024-11-16 16:49:77.289 43690 43690 -139.504 397.200
    1019 2024-11-16 16:49:77.295 43690 43690 -139.504 397.200
    1020 2024-11-16 16:49:77.302 43690 43690 -139.504 397.200
    1021 2024-11-16 16:49:77.309 43690 43690 -139.504 397.200
    1022 2024-11-16 16:49:77.316 43690 43690 -139.504 397.200
    1023 2024-11-16 16:49:77.322 43690 43690 -139.504 397.200
    1024 2024-11-16 16:49:77.329 43690 43690 -139.504 397.200
    1025 2024-11-16 16:49:77.336 43690 43690 -139.504 397.200
    1026 2024-11-16 16:49:77.343 43690 43690 -139.504 397.200
    1027 2024-11-16 16:49:77.350 43690 43690 -139.504 397.200
    1028 2024-11-16 16:49:77.357 43690 43690 -139.504 397.200
    1029 2024-11-16 16:49:77.364 43690 43690 -139.504 397.200
    1030 2024-11-16 16:49:77.371 43690 43690 -139.504 397.200
    1031 2024-11-16 16:49:77.378 43690 43690 -139.504 397.200
    1032 2024-11-16 16:49:77.385 43690 43690 -139.504 397.200
    1033 2024-11-16 16:49:77.392 43690 43690 -139.504 397.200
    1034 2024-11-16 16:49:77.400 43690 43690 -139.504 397.200
    1035 2024-11-16 16:49:77.407 43690 43690 -139.504 397.200
    1036 2024-11-16 16:49:77.414 43690 43690 -139.504 397.200
    1037 2024-11-16 16:49:77.422 43690 43690 -139.504 397.200
    1038 2024-11-16 16:49:77.429 43690 43690 -139.504 397.200
    1039 2024-11-16 16:49:77.436 43690 43690 -139.504 397.200
    1040 2024-11-16 16:49:77.444 43690 43690 -139.504 397.200
    1041 2024-11-16 16:49:77.452 43690 43690 -139.504 397.200
    1042 2024-11-16 16:49:77.459 43690 43690 -139.504 397.200
    1043 2024-11-16 16:49:77.467 43690 43690 -139.504 397.200
    1044 2024-11-16 16:49:77.474 43690 43690 -139.504 397.200
    1045 2024-11-16 16:49:77.482 43690 43690 -139.504 397.200
    1046 2024-11-16 16:49:77.490 43690 43690 -139.504 397.200
    1047 2024-11-16 16:49:77.498 43690 43690 -139.504 397.200
    1048 2024-11-16 16:49:77.506 43690 43690 -139.504 397.200
    1049 2024-11-16 16:49:77.514 43690 43690 -139.504 397.200
    1050 2024-11-16 16:49:77.522 43690 43690 -139.504 397.200
    1051 2024-11-16 16:49:77.530 43690 43690 -139.504 397.200
    1052 2024-11-16 16:49:77.538 43690 43690 -139.504 397.200
    1053 2024-11-16 16:49:77.546 43690 43690 -139.504 397.200
    1054 2024-11-16 16:49:77.554 43690 43690 -139.504 397.200
    1055 2024-11-16 16:49:77.562 43690 43690 -139.504 397.200
    1056 2024-11-16 16:49:77.571 43690 43690 -139.504 397.200
    1057 2024-11-16 16:49:77.579 43690 43690 -139.504 397.200
    1058 2024-11-16 16:49:77.587 43690 43690 -139.504 397.200
    1059 2024-11-16 16:49:77.596 43690 43690 -139.504 397.200
    1060 2024-11-16 16:49:77.604 43690 43690 -139.504 397.200
    1061 2024-11-16 16:49:77.613 43690 43690 -139.504 397.200
    1062 2024-11-16 16:49:77.622 43690 43690 -139.504 397.200
    1063 2024-11-16 16:49:77.630 43690 43690 -139.504 397.200
    1064 2024-11-16 16:49:77.639 43690 43690 -139.504 397.200
    1065 2024-11-16 16:49:77.648 43690 43690 -139.504 397.200
    1066 2024-11-16 16:49:77.657 43690 43690 -139.504 397.200
    1067 2024-11-16 16:49:77.666 43690 43690 -139.504 397.200
    1068 2024-11-16 16:49:77.675 43690 43690 -139.504 397.200
    1069 2024-11-16 16:49:77.684 43690 43690 -139.504 397.200
    1070 2024-11-16 16:49:77.693 43690 43690 -139.504 397.200
    1071 2024-11-16 16:49:77.702 43690 43690 -139.504 397.200
    1072 2024-11-16 16:49:77.711 43690 43690 -139.504 397.200
    1073 2024-11-16 16:49:77.720 43690 43690 -139.504 397.200
    1074 2024-11-16 16:49:77.730 43690 43690 -139.504 397.200
    1075 2024-11-16 16:49:77.739 43690 43690 -139.504 397.200
    1076 2024-11-16 16:49:77.749 43690 43690 -139.504 397.200
    1077 2024-11-16 16:49:77.758 43690 43690 -139.504 397.200
    1078 2024-11-16 16:49:77.768 43690 43690 -139.504 397.200
    1079 2024-11-16 16:49:77.777 43690 43690 -139.504 397.200
    1080 2024-11-16 16:49:77.787 43690 43690 -139.504 397.200
    1081 2024-11-16 16:49:77.797 43690 43690 -139.504 397.200
    1082 2024-11-16 16:49:77.807 43690 43690 -139.504 397.200
    1083 2024-11-16 16:49:77.817 43690 43690 -139.504 397.200
    1084 2024-11-16 16:49:77.827 43690 43690 -139.504 397.200
    1085 2024-11-16 16:49:77.837 43690 43690 -139.504 397.200
    1086 2024-11-16 16:49:77.847 43690 43690 -139.504 397.200
    1087 2024-11-16 16:49:77.857 43690 43690 -139.504 397.200
    1088 2024-11-16 16:49:77.868 43690 43690 -139.504 397.200
    1089 2024-11-16 16:49:77.878 43690 43690 -139.504 397.200
    1090 2024-11-16 16:49:77.889 43690 43690 -139.504 397.200
    1091 2024-11-16 16:49:77.899 43690 43690 -139.504 397.200
    1092 2024-11-16 16:49:77.910 43690 43690 -139.504 397.200
    1093 2024-11-16 16:49:77.920 43690 43690 -139.504 397.200
    1094 2024-11-16 16:49:77.931 43690 43690 -139.504 397.200
    1095 2024-11-16 16:49:77.942 43690 43690 -139.504 397.200
    1096 2024-11-16 16:49:77.953 43690 43690 -139.504 397.200
    1097 2024-11-16 16:49:77.964 43690 43690 -139.504 397.200
    1098 2024-11-16 16:49:77.975 43690 43690 -139.504 397.200
    1099 2024-11-16 16:49:77.986 43690 43690 -139.504 397.200
    1100 2024-11-16 16:49:77.998 43690 43690 -139.504 397.200
    1101 2024-11-16 16:49:78.009 43690 43690 -139.504 397.200
    1102 2024-11-16 16:49:78.020 43690 43690 -139.504 397.200
    1103 2024-11-16 16:49:78.032 43690 43690 -139.504 397.200
    1104 2024-11-16 16:49:78.043 43690 43690 -139.504 397.200
    1105 2024-11-16 16:49:78.055 43690 43690 -139.504 397.200
    1106 2024-11-16 16:49:78.067 43690 43690 -139.504 397.200
    1107 2024-11-16 16:49:78.079 43690 43690 -139.504 397.200
    1108 2024-11-16 16:49:78.091 43690 43690 -139.504 397.200
    1109 2024-11-16 16:49:78.103 43690 43690 -139.504 397.200
    1110 2024-11-16 16:49:78.115 43690 43690 -139.504 397.200
    1111 2024-11-16 16:49:78.127 43690 43690 -139.504 397.200
    1112 2024-11-16 16:49:78.140 43690 43690 -139.504 397.200
    1113 2024-11-16 16:49:78.152 43690 43690 -139.504 397.200
    1114 2024-11-16 16:49:78.165 43690 43690 -139.504 397.200
    1115 2024-11-16 16:49:78.177 43690 43690 -139.504 397.200
    1116 2024-11-16 16:49:78.190 43690 43690 -139.504 397.200
    1117 2024-11-16 16:49:78.203 43690 43690 -139.504 397.200
    1118 2024-11-16 16:49:78.216 43690 43690 -139.504 397.200
    1119 2024-11-16 16:49:78.229 43690 43690 -139.504 397.200
    1120 2024-11-16 16:49:78.242 43690 43690 -139.504 397.200
    1121 2024-11-16 16:49:78.255 43690 43690 -139.504 397.200
    1122 2024-11-16 16:49:78.269 43690 43690 -139.504 397.200
    1123 2024-11-16 16:49:78.282 43690 43690 -139.504 397.200
    1124 2024-11-16 16:49:78.296 43690 43690 -139.504 397.200
    1125 2024-11-16 16:49:78.310 43690 43690 -139.504 397.200
    1126 2024-11-16 16:49:78.323 43690 43690 -139.504 397.200
    1127 2024-11-16 16:49:78.337 43690 43690 -139.504 397.200
    1128 2024-11-16 16:49:78.351 43690 43690 -139.504 397.200
    1129 2024-11-16 16:49:78.366 43690 43690 -139.504 397.200
    1130 2024-11-16 16:49:78.380 43690 43690 -139.504 397.200
    1131 2024-11-16 16:49:78.394 43690 43690 -139.504 397.200
    1132 2024-11-16 16:49:78.409 43690 43690 -139.504 397.200
    1133 2024-11-16 16:49:78.423 43690 43690 -139.504 397.200
    1134 2024-11-16 16:49:78.438 43690 43690 -139.504 397.200
    1135 2024-11-16 16:49:78.453 43690 43690 -139.504 397.200
    1136 2024-11-16 16:49:78.468 43690 43690 -139.504 397.200
    1137 2024-11-16 16:49:78.483 43690 43690 -139.504 397.200
    1138 2024-11-16 16:49:78.499 43690 43690 -139.504 397.200
    1139 2024-11-16 16:49:78.514 43690 43690 -139.504 397.200
    1140 2024-11-16 16:49:78.530 43690 43690 -139.504 397.200
    1141 2024-11-16 16:49:78.546 43690 43690 -139.504 397.200
    1142 2024-11-16 16:49:78.561 43690 43690 -139.504 397.200
    1143 2024-11-16 16:49:78.577 43690 43690 -139.504 397.200
    1144 2024-11-16 16:49:78.594 43690 43690 -139.504 397.200
    1145 2024-11-16 16:49:78.610 43690 43690 -139.504 397.200
    1146 2024-11-16 16:49:78.626 43690 43690 -139.504 397.200
    1147 2024-11-16 16:49:78.643 43690 43690 -139.504 397.200
    1148 2024-11-16 16:49:78.660 43690 43690 -139.504 397.200
    1149 2024-11-16 16:49:78.677 43690 43690 -139.504 397.200
    1150 2024-11-16 16:49:78.694 43690 43690 -139.504 397.200
    1151 2024-11-16 16:49:78.711 43690 43690 -139.504 397.200
    1152 2024-11-16 16:49:78.728 43690 43690 -139.504 397.200
    1153 2024-11-16 16:49:78.746 43690 43690 -139.504 397.200
    1154 2024-11-16 16:49:78.764 43690 43690 -139.504 397.200
    1155 2024-11-16 16:49:78.781 43690 43690 -139.504 397.200
    1156 2024-11-16 16:49:78.800 43690 43690 -139.504 397.200
    1157 2024-11-16 16:49:78.818 43690 43690 -139.504 397.200
    1158 2024-11-16 16:49:78.836 43690 43690 -139.504 397.200
    1159 2024-11-16 16:49:78.855 43690 43690 -139.504 397.200
    1160 2024-11-16 16:49:78.873 43690 43690 -139.504 397.200
    1161 2024-11-16 16:49:78.892 43690 43690 -139.504 397.200
    1162 2024-11-16 16:49:78.912 43690 43690 -139.504 397.200
    1163 2024-11-16 16:49:78.931 43690 43690 -139.504 397.200
    1164 2024-11-16 16:49:78.950 43690 43690 -139.504 397.200
    1165 2024-11-16 16:49:78.970 43690 43690 -139.504 397.200
    1166 2024-11-16 16:49:78.990 43690 43690 -139.504 397.200
    1167 2024-11-16 16:49:79.010 43690 43690 -139.504 397.200
    1168 2024-11-16 16:49:79.030 43690 43690 -139.504 397.200
    1169 2024-11-16 16:49:79.051 43690 43690 -139.504 397.200
    1170 2024-11-16 16:49:79.072 43690 43690 -139.504 397.200
    1171 2024-11-16 16:49:79.093 43690 43690 -139.504 397.200
    1172 2024-11-16 16:49:79.114 43690 43690 -139.504 397.200
    1173 2024-11-16 16:49:79.135 43690 43690 -139.504 397.200
    1174 2024-11-16 16:49:79.157 43690 43690 -139.504 397.200
    1175 2024-11-16 16:49:79.178 43690 43690 -139.504 397.200
    1176 2024-11-16 16:49:79.201 43690 43690 -139.504 397.200
    1177 2024-11-16 16:49:79.223 43690 43690 -139.504 397.200
    1178 2024-11-16 16:49:79.245 43690 43690 -139.504 397.200
    1179 2024-11-16 16:49:79.268 43690 43690 -139.504 397.200
    1180 2024-11-16 16:49:79.291 43690 43690 -139.504 397.200
    1181 2024-11-16 16:49:79.314 43690 43690 -139.504 397.200
    1182 2024-11-16 16:49:79.338 43690 43690 -139.504 397.200
    1183 2024-11-16 16:49:79.362 43690 43690 -139.504 397.200
    1184 2024-11-16 16:49:79.386 43690 43690 -139.504 397.200
    1185 2024-11-16 16:49:79.410 43690 43690 -139.504 397.200
    1186 2024-11-16 16:49:79.434 43690 43690 -139.504 397.200
    1187 2024-11-16 16:49:79.459 43690 43690 -139.504 397.200
    1188 2024-11-16 16:49:79.484 43690 43690 -139.504 397.200
    1189 2024-11-16 16:49:79.510 43690 43690 -139.504 397.200
    1190 2024-11-16 16:49:79.535 43690 43690 -139.504 397.200
    1191 2024-11-16 16:49:79.561 43690 43690 -139.504 397.200
    1192 2024-11-16 16:49:79.588 43690 43690 -139.504 397.200
    1193 2024-11-16 16:49:79.614 43690 43690 -139.504 397.200
    1194 2024-11-16 16:49:79.641 43690 43690 -139.504 397.200
    1195 2024-11-16 16:49:79.668 43690 43690 -139.504 397.200
    1196 2024-11-16 16:49:79.696 43690 43690 -139.504 397.200
    1197 2024-11-16 16:49:79.724 43690 43690 -139.504 397.200
    1198 2024-11-16 16:49:79.752 43690 43690 -139.504 397.200
    1199 2024-11-16 16:49:79.780 43690 43690 -139.504 397.200
    1200 2024-11-16 16:49:79.809 43690 43690 -139.504 397.200
    1201 2024-11-16 16:49:79.838 43690 43690 -139.504 397.200
    1202 2024-11-16 16:49:79.868 43690 43690 -139.504 397.200
    1203 2024-11-16 16:49:79.898 43690 43690 -139.504 397.200
    1204 2024-11-16 16:49:79.928 43690 43690 -139.504 397.200
    1205 2024-11-16 16:49:79.959 43690 43690 -139.504 397.200
    1206 2024-11-16 16:49:79.990 43690 43690 -139.504 397.200
    1207 2024-11-16 16:49:80.021 43690 43690 -139.504 397.200
    1208 2024-11-16 16:49:80.053 43690 43690 -139.504 397.200
    1209 2024-11-16 16:49:80.086 43690 43690 -139.504 397.200
    1210 2024-11-16 16:49:80.118 43690 43690 -139.504 397.200
    1211 2024-11-16 16:49:80.151 43690 43690 -139.504 397.200
    1212 2024-11-16 16:49:80.185 43690 43690 -139.504 397.200
    1213 2024-11-16 16:49:80.219 43690 43690 -139.504 397.200
    1214 2024-11-16 16:49:80.253 43690 43690 -139.504 397.200
    1215 2024-11-16 16:49:80.288 43690 43690 -139.504 397.200
    1216 2024-11-16 16:49:80.323 43690 43690 -139.504 397.200
    1217 2024-11-16 16:49:80.359 43690 43690 -139.504 397.200
    1218 2024-11-16 16:49:80.395 43690 43690 -139.504 397.200
    1219 2024-11-16 16:49:80.432 43690 43690 -139.504 397.200
    1220 2024-11-16 16:49:80.469 43690 43690 -139.504 397.200
    1221 2024-11-16 16:49:80.507 43690 43690 -139.504 397.200
    1222 2024-11-16 16:49:80.546 43690 43690 -139.504 397.200
    1223 2024-11-16 16:49:80.584 43690 43690 -139.504 397.200
    1224 2024-11-16 16:49:80.624 43690 43690 -139.504 397.200
    1225 2024-11-16 16:49:80.664 43690 43690 -139.504 397.200
    1226 2024-11-16 16:49:80.704 43690 43690 -139.504 397.200
    1227 2024-11-16 16:49:80.745 43690 43690 -139.504 397.200
    1228 2024-11-16 16:49:80.787 43690 43690 -139.504 397.200
    1229 2024-11-16 16:49:80.829 43690 43690 -139.504 397.200
    1230 2024-11-16 16:49:80.872 43690 43690 -139.504 397.200
    1231 2024-11-16 16:49:80.916 43690 43690 -139.504 397.200
    1232 2024-11-16 16:49:80.960 43690 43690 -139.504 397.200
    1233 2024-11-16 16:49:81.005 43690 43690 -139.504 397.200
    1234 2024-11-16 16:49:81.051 43690 43690 -139.504 397.200
    1235 2024-11-16 16:49:81.097 43690 43690 -139.504 397.200
    1236 2024-11-16 16:49:81.144 43690 43690 -139.504 397.200
    1237 2024-11-16 16:49:81.192 43690 43690 -139.504 397.200
    1238 2024-11-16 16:49:81.240 43690 43690 -139.504 397.200
    1239 2024-11-16 16:49:81.289 43690 43690 -139.504 397.200
    1240 2024-11-16 16:49:81.339 43690 43690 -139.504 397.200
    1241 2024-11-16 16:49:81.390 43690 43690 -139.504 397.200
    1242 2024-11-16 16:49:81.442 43690 43690 -139.504 397.200
    1243 2024-11-16 16:49:81.494 43690 43690 -139.504 397.200
    1244 2024-11-16 16:49:81.547 43690 43690 -139.504 397.200
    1245 2024-11-16 16:49:81.602 43690 43690 -139.504 397.200
    1246 2024-11-16 16:49:81.657 43690 43690 -139.504 397.200
    1247 2024-11-16 16:49:81.713 43690 43690 -139.504 397.200
    1248 2024-11-16 16:49:81.770 43690 43690 -139.504 397.200
    1249 2024-11-16 16:49:81.828 43690 43690 -139.504 397.200
    1250 2024-11-16 16:49:81.887 43690 43690 -139.504 397.200
    1251 2024-11-16 16:49:81.947 43690 43690 -139.504 397.200
    1252 2024-11-16 16:49:82.008 43690 43690 -139.504 397.200
    1253 2024-11-16 16:49:82.070 43690 43690 -139.504 397.200
    1254 2024-11-16 16:49:82.133 43690 43690 -139.504 397.200
